"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","+/-","GP RANK","W RANK","L RANK","MIN RANK","PTS RANK","FGM RANK","FGA RANK","FG% RANK","3PM RANK","3PA RANK","3P% RANK","FTM RANK","FTA RANK","FT% RANK","OREB RANK","DREB RANK","REB RANK","AST RANK","TOV RANK","STL RANK","BLK RANK","PF RANK","FP RANK","DD2 RANK","TD3 RANK","+/- RANK","3PTMissed","FG_Missed","FTMissed","score","day"
"Damian Lillard","POR",30,1,1,0,29,39,13,21,61.9,7,12,58.3,6,7,85.7,0,7,7,7,1,3,0,0,65.9,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,1,48,"2021-01-07"
"Luka Doncic","DAL",21,1,1,0,43.3,38,13,22,59.1,2,7,28.6,10,15,66.7,0,9,9,13,8,4,1,0,75.3,1,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,5,45,"2021-01-07"
"Nikola Jokic","DEN",25,1,0,1,41.2,38,14,31,45.2,4,10,40,6,10,60,1,10,11,4,3,2,0,4,60.2,1,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,17,4,27,"2021-01-07"
"Joe Harris","BKN",29,1,1,0,30.2,28,11,19,57.9,6,9,66.7,0,2,0,2,4,6,4,1,1,0,2,43.2,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,2,28,"2021-01-07"
"LaMarcus Aldridge","SAS",35,1,1,0,31.3,28,11,18,61.1,3,7,42.9,3,3,100,0,5,5,3,1,0,0,1,37.5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,0,29,"2021-01-07"
"LeBron James","LAL",36,1,0,1,34.9,27,8,15,53.3,4,7,57.1,7,11,63.6,0,6,6,12,4,0,0,3,48.2,1,0,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,4,27,"2021-01-07"
"Anthony Edwards","MIN",19,1,0,1,31.2,26,9,21,42.9,3,10,30,5,7,71.4,2,2,4,1,4,2,0,2,34.3,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,2,13,"2021-01-07"
"D'Angelo Russell","MIN",24,1,0,1,28.2,26,9,16,56.3,3,7,42.9,5,6,83.3,0,3,3,3,3,0,1,3,34.1,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,1,19,"2021-01-07"
"Shake Milton","PHI",24,1,0,1,36.3,24,8,13,61.5,1,4,25,7,7,100,0,1,1,7,3,0,0,0,32.7,0,0,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,24,"2021-01-07"
"Anthony Davis","LAL",27,1,0,1,34.3,23,11,17,64.7,1,3,33.3,0,2,0,2,8,10,3,1,1,3,2,50.5,1,0,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,29,"2021-01-07"
"Andre Drummond","CLE",27,1,1,0,37.4,22,9,20,45,0,0,0,4,6,66.7,3,12,15,3,6,2,0,2,44.5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,2,23,"2021-01-07"
"Caris LeVert","BKN",26,1,1,0,32.3,22,9,25,36,0,5,0,4,10,40,0,7,7,10,1,2,0,0,50.4,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,6,20,"2021-01-07"
"Jamal Murray","DEN",23,1,0,1,46.3,21,8,19,42.1,3,9,33.3,2,2,100,1,3,4,9,3,1,0,3,39.3,0,0,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,0,18,"2021-01-07"
"CJ McCollum","POR",29,1,1,0,25.5,20,6,14,42.9,4,9,44.4,4,4,100,0,3,3,4,1,0,1,1,31.6,0,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,0,20,"2021-01-07"
"Joel Embiid","PHI",26,1,0,1,29.9,20,7,14,50,2,2,100,4,5,80,0,12,12,3,5,0,1,5,36.9,1,0,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,1,18,"2021-01-07"
"DeMar DeRozan","SAS",31,1,1,0,36.2,19,5,13,38.5,2,6,33.3,7,8,87.5,0,4,4,8,0,2,1,1,44.8,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,1,26,"2021-01-07"
"Dejounte Murray","SAS",24,1,1,0,31.6,18,7,14,50,2,4,50,2,2,100,0,8,8,2,0,0,0,3,30.6,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,0,20,"2021-01-07"
"Larry Nance Jr.","CLE",28,1,1,0,34.8,18,7,7,100,4,4,100,0,0,0,0,3,3,4,2,3,0,1,34.6,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,27,"2021-01-07"
"Jonas Valanciunas","MEM",28,1,0,1,27.5,17,6,11,54.5,1,2,50,4,4,100,3,7,10,3,2,1,2,5,40.5,1,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,21,"2021-01-07"
"Jusuf Nurkic","POR",26,1,1,0,23,17,8,10,80,0,0,0,1,2,50,2,5,7,2,2,1,0,2,29.4,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,22,"2021-01-07"
"Tobias Harris","PHI",28,1,0,1,34.3,17,7,16,43.8,1,4,25,2,2,100,1,7,8,4,4,1,0,5,31.6,0,0,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,0,12,"2021-01-07"
"Cedi Osman","CLE",25,1,1,0,38.2,16,6,19,31.6,4,11,36.4,0,2,0,1,4,5,7,2,1,0,3,33.5,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,2,11,"2021-01-07"
"Tyrese Maxey","PHI",20,1,0,1,20.9,16,7,12,58.3,2,4,50,0,0,0,0,3,3,2,0,1,1,0,28.6,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,18,"2021-01-07"
"Gary Harris","DEN",26,1,0,1,40,15,6,9,66.7,1,4,25,2,2,100,1,3,4,1,0,0,0,5,21.3,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,12,"2021-01-07"
"Jarrett Allen","BKN",22,1,1,0,28.4,15,5,6,83.3,0,0,0,5,6,83.3,3,8,11,3,3,0,1,3,32.7,1,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,24,"2021-01-07"
"Rudy Gay","SAS",34,1,1,0,24.4,15,6,10,60,3,5,60,0,0,0,1,5,6,0,0,0,0,3,22.2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,16,"2021-01-07"
"Brandon Clarke","MEM",24,1,0,1,30.2,14,7,11,63.6,0,0,0,0,0,0,1,8,9,2,1,0,0,2,26.8,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,18,"2021-01-07"
"Dorian Finney-Smith","DAL",27,1,1,0,36.5,14,5,12,41.7,4,8,50,0,0,0,3,5,8,2,0,3,2,4,41.6,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,0,20,"2021-01-07"
"Jeff Green","BKN",34,1,1,0,28.9,14,4,7,57.1,2,5,40,4,4,100,0,1,1,1,0,1,1,2,22.7,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,15,"2021-01-07"
"Josh Richardson","DAL",27,1,1,0,41.3,14,5,15,33.3,2,7,28.6,2,2,100,0,1,1,1,1,2,0,4,21.7,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,0,5,"2021-01-07"
"Lonnie Walker IV","SAS",22,1,1,0,26.6,14,6,11,54.5,2,4,50,0,0,0,1,5,6,2,1,0,1,1,26.2,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,18,"2021-01-07"
"JaVale McGee","CLE",32,1,1,0,17.3,13,5,7,71.4,1,1,100,2,2,100,1,5,6,0,0,1,1,4,26.2,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,17,"2021-01-07"
"Kyle Kuzma","LAL",25,1,0,1,30.4,13,6,16,37.5,1,6,16.7,0,0,0,4,6,10,0,0,0,0,1,25,1,0,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,0,12,"2021-01-07"
"Naz Reid","MIN",21,1,0,1,16,13,4,7,57.1,1,3,33.3,4,7,57.1,2,3,5,1,1,0,1,4,22.5,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,9,"2021-01-07"
"Taurean Prince","BKN",26,1,1,0,21.5,13,4,8,50,2,4,50,3,3,100,0,1,1,1,1,2,1,1,23.7,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,14,"2021-01-07"
"Boban Marjanovic","DAL",32,1,1,0,16.2,12,5,7,71.4,0,0,0,2,2,100,1,2,3,0,0,0,0,3,15.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,12,"2021-01-07"
"Juancho Hernangomez","MIN",25,1,0,1,21.7,12,3,8,37.5,2,5,40,4,4,100,1,5,6,0,1,1,0,1,21.2,0,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,12,"2021-01-07"
"Malik Beasley","MIN",24,1,0,1,27.8,12,3,13,23.1,3,6,50,3,4,75,0,4,4,2,2,1,0,1,20.8,0,0,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,1,5,"2021-01-07"
"Ben Simmons","PHI",24,1,0,1,31.6,11,4,13,30.8,0,1,0,3,4,75,1,3,4,2,5,2,1,4,22.8,0,0,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,1,1,"2021-01-07"
"Dillon Brooks","MEM",24,1,0,1,28.4,11,4,13,30.8,2,7,28.6,1,2,50,0,1,1,4,4,2,1,2,23.2,0,0,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,1,3,"2021-01-07"
"Monte Morris","DEN",25,1,0,1,24.6,11,4,7,57.1,2,4,50,1,2,50,0,3,3,3,0,1,0,2,22.1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,12,"2021-01-07"
"Tim Hardaway Jr.","DAL",28,1,1,0,24.6,11,3,11,27.3,3,8,37.5,2,3,66.7,0,3,3,4,0,0,1,0,23.6,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,1,12,"2021-01-07"
"Enes Kanter","POR",28,1,1,0,13.9,10,5,5,100,0,0,0,0,0,0,3,4,7,1,2,2,2,2,29.9,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,20,"2021-01-07"
"JaMychal Green","DEN",30,1,0,1,18.7,10,4,10,40,2,6,33.3,0,0,0,2,7,9,0,3,0,0,2,17.8,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0,8,"2021-01-07"
"Jarred Vanderbilt","MIN",21,1,0,1,20.9,10,4,7,57.1,0,0,0,2,3,66.7,3,7,10,1,0,2,0,2,29.5,1,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,17,"2021-01-07"
"Kyle Anderson","MEM",27,1,0,1,28.1,10,4,12,33.3,2,7,28.6,0,0,0,2,6,8,2,2,0,1,1,23.6,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,0,10,"2021-01-07"
"Montrezl Harrell","LAL",26,1,0,1,18.2,10,5,7,71.4,0,0,0,0,1,0,2,4,6,0,0,0,0,1,17.2,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,12,"2021-01-07"
"Patty Mills","SAS",32,1,1,0,25.2,10,3,8,37.5,1,3,33.3,3,3,100,0,2,2,7,2,0,0,0,20.9,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,14,"2021-01-07"
"Talen Horton-Tucker","LAL",20,1,0,1,20.8,10,4,9,44.4,0,3,0,2,3,66.7,0,4,4,3,2,0,0,2,17.3,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,7,"2021-01-07"
"Carmelo Anthony","POR",36,1,1,0,21,9,4,9,44.4,1,4,25,0,0,0,1,2,3,3,0,1,0,0,20.1,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,13,"2021-01-07"
"Damyean Dotson","CLE",26,1,1,0,35.3,9,3,12,25,1,8,12.5,2,4,50,0,2,2,6,1,3,0,0,28.4,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,2,10,"2021-01-07"
"Danny Green","PHI",33,1,0,1,32.3,9,3,5,60,3,5,60,0,0,0,1,4,5,1,2,1,1,3,20.5,0,0,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,10,"2021-01-07"
"Derrick Jones Jr.","POR",23,1,1,0,18.8,9,3,4,75,1,2,50,2,2,100,0,3,3,1,0,1,0,4,17.1,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,11,"2021-01-07"
